time,open,high,low,close,tick_volume,spread,real_volume
2020-01-02 00:00:00,3234.90000,3259.30000,3232.50000,3259.30000,14681.00000,0,0.00000
2020-01-03 00:00:00,3259.10000,3261.10000,3204.60000,3233.30000,30941.00000,0,0.00000
2020-01-06 00:00:00,3218.60000,3247.70000,3207.10000,3240.90000,24096.00000,0,0.00000
2020-01-07 00:00:00,3241.40000,3252.70000,3224.50000,3230.90000,22149.00000,0,0.00000
2020-01-08 00:00:00,3229.30000,3266.00000,3179.60000,3258.10000,44731.00000,0,0.00000
2020-01-09 00:00:00,3258.40000,3274.50000,3255.50000,3273.00000,18633.00000,0,0.00000
2020-01-10 00:00:00,3273.80000,3284.80000,3258.80000,3261.60000,15890.00000,0,0.00000
2020-01-13 00:00:00,3265.70000,3289.20000,3264.40000,3287.00000,12427.00000,0,0.00000
2020-01-14 00:00:00,3288.10000,3295.20000,3273.90000,3286.40000,21547.00000,0,0.00000
2020-01-15 00:00:00,3286.80000,3298.00000,3276.80000,3293.00000,18994.00000,0,0.00000
2020-01-16 00:00:00,3294.30000,3316.80000,3293.50000,3316.10000,13108.00000,0,0.00000
2020-01-17 00:00:00,3316.10000,3329.10000,3315.30000,3322.40000,11550.00000,0,0.00000
2020-01-20 00:00:00,3323.40000,3327.90000,3318.20000,3324.90000,4265.00000,0,0.00000
2020-01-21 00:00:00,3325.20000,3329.50000,3307.00000,3320.00000,17034.00000,0,0.00000
2020-01-22 00:00:00,3321.20000,3337.20000,3315.20000,3317.00000,16530.00000,0,0.00000
2020-01-23 00:00:00,3316.60000,3326.60000,3301.10000,3325.80000,22656.00000,0,0.00000
2020-01-24 00:00:00,3325.60000,3336.60000,3280.40000,3290.60000,27324.00000,0,0.00000
2020-01-27 00:00:00,3264.60000,3269.10000,3233.30000,3241.00000,42374.00000,0,0.00000
2020-01-28 00:00:00,3239.80000,3285.30000,3239.50000,3283.30000,28761.00000,0,0.00000
2020-01-29 00:00:00,3281.90000,3292.70000,3265.70000,3271.20000,27659.00000,0,0.00000
2020-01-30 00:00:00,3271.90000,3295.30000,3239.80000,3294.60000,46690.00000,0,0.00000
2020-01-31 00:00:00,3292.10000,3297.40000,3212.90000,3227.20000,51241.00000,0,0.00000
2020-02-03 00:00:00,3222.70000,3267.00000,3222.70000,3244.90000,44513.00000,0,0.00000
2020-02-04 00:00:00,3242.20000,3305.30000,3235.90000,3300.60000,30402.00000,0,0.00000
2020-02-05 00:00:00,3298.60000,3338.10000,3288.60000,3335.80000,39218.00000,0,0.00000
2020-02-06 00:00:00,3337.30000,3357.10000,3332.10000,3347.80000,29438.00000,0,0.00000
2020-02-07 00:00:00,3347.70000,3349.00000,3320.20000,3322.40000,32079.00000,0,0.00000
2020-02-10 00:00:00,3322.10000,3352.90000,3303.20000,3351.90000,28140.00000,0,0.00000
2020-02-11 00:00:00,3349.90000,3373.90000,3348.90000,3358.70000,21527.00000,0,0.00000
2020-02-12 00:00:00,3360.00000,3381.40000,3355.30000,3380.60000,17834.00000,0,0.00000
2020-02-13 00:00:00,3379.70000,3383.80000,3347.70000,3377.80000,29567.00000,0,0.00000
2020-02-14 00:00:00,3377.10000,3387.10000,3364.50000,3379.70000,20364.00000,0,0.00000
2020-02-17 00:00:00,3382.70000,3392.00000,3382.30000,3387.70000,7712.00000,0,0.00000
2020-02-18 00:00:00,3377.50000,3378.20000,3354.80000,3370.20000,24650.00000,0,0.00000
